Aqueous homor,,,,,,,,,,,
,,1A10,1,1,15.3,15.3,,1,1,12.7,12.7
G11,Day 15,1B01,10,1,66.5,665,,1,1,184,184
,,1B02,50,1,145,"7,256",,50,1,129,"6,471"
,Day 29,1B03,10,1,49.3,493,,10,1,38.1,381
,,1B04,10,1,94.7,947,,10,1,149,"1,487"
,,1B05,10,1,93.5,935,,10,1,102,"1,018"
,Day 43,1B06,1,1,99.4,99.4,,1,1,69.5,69.5
,,1B07,1,1,78.3,78.3,,1,1,59.5,59.5
,Day 57,1B08,1,1,11,11,,1,1,8.65,8.65
,,1B09,1,1,9.6,9.62,,1,1,11.3,11.3
,,1B10,1,1,13.9,13.9,,1,1,11.7,11.7
Mean concentration (ng/mL): Study samples dilution factor  × Organ weights dilution factor × Measured concentration,,,,,,,,,,,
BQL: Below the quantification limit (< 5 ng/mL),,,,,,,,,,,
- : Not calculated,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Vitreous homor,,,,,,,,,,,
Group,Sampling date,Animal ID,Left,,,,,Right,,,
,,,Dilution factor,,Measured,Final,,Dilution factor,,Measured,Final
,,,Study,Organ,concentration,concentration,,Study,Organ,concentration,concentration
,,,samples,weights,(ng/mL),(ng/mL),,samples,weights,(ng/mL),(ng/mL)
G1,Day 1,1101,1,1,2.63,BQL,,1,1,2.05,BQL
,,1102,1,1,2.07,BQL,,1,1,2.57,BQL
,,1103,1,1,2.13,BQL,,1,1,2.24,BQL
G2,Day 15,1201,1,1,72.5,72.5,,1,1,70,70
,,1202,1,1,42,42,,1,1,60.2,60.2
,Day 29,1203,20,1,27.9,559,,10,1,49.4,494
,,1204,10,1,54.5,545,,10,1,44.7,447
,,1205,10,1,48.1,481,,10,1,42,420
,Day 43,1206,10,1,83,830,,10,1,66.6,666
,,1207,10,1,55.2,552,,10,1,54.8,548
,Day 57,1208,10,1,80.3,803,,10,1,78.8,788
,,1209,10,1,43.8,438,,10,1,69.7,697
,,1210,10,1,103,"1,034",,10,1,115,"1,147"
G3,Day 15,1301,1,1,88,88,,1,1,91.1,91.1
,,1302,10,1,31,310,,10,1,25.4,254
,Day 29,1303,20,1,88.5,"1,770",,20,1,67.6,"1,352"
,,1304,10,1,79.3,793,,10,1,55.3,553
,,1305,20,1,53.8,"1,077",,10,1,55.9,559
,Day 43,1306,30,1,53.7,"1,612",,20,1,70.2,"1,405"
,,1307,40,1,59.2,"2,370",,50,1,67.5,"3,374"
,Day 57,1308,10,1,73.1,731,,20,1,75.9,"1,519"
,,1309,30,1,54.9,"1,647",,30,1,79.2,"2,375"
,,1310,30,1,58.5,"1,756",,30,1,58.7,"1,761"
G4,Day 15,1401,10,1,69.3,693,,10,1,51.5,515
,,1402,10,1,33.7,337,,10,1,28.6,286
,Day 29,1403,40,1,34,"1,359",,30,1,45.9,"1,377"
,,1404,1,1,0.866,BQL,,1,1,-,BQL
,,1405,20,1,43.4,867,,10,1,78.7,787
,Day 43,1406,5,1,51.8,259,,10,1,55.2,552
,,1407,40,1,63.8,"2,553",,50,1,81.7,"4,084"
,Day 57,1408,30,1,47.3,"1,420",,100,1,53.3,"5,333"
,,1409,40,1,70.4,"2,817",,40,1,90.9,"3,638"
,,1410,50,1,76.4,"3,821",,100,1,42.4,"4,236"
Mean concentration (ng/mL): Study samples dilution factor  × Organ weights dilution factor × Measured concentration,,,,,,,,,,,
BQL: Below the quantification limit (< 5 ng/mL),,,,,,,,,,,
- : Not calculated,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Vitreous homor,,,,,,,,,,,
Group,Sampling date,Animal ID,Left,,,,,Right,,,
,,,Dilution factor,,Measured,Final,,Dilution factor,,Measured,Final
,,,Study,Organ,concentration,concentration,,Study,Organ,concentration,concentration
,,,samples,weights,(ng/mL),(ng/mL),,samples,weights,(ng/mL),(ng/mL)
G5,Day 15,1501,20,1,42.5,850,,10,1,87,870
,,1502,10,1,51.5,515,,10,1,57.3,573
,Day 29,1503,50,1,95.4,"4,769",,1,1,187,187
,,1504,50,1,64.2,"3,211",,40,1,65.5,"2,622"
,,1505,30,1,68.3,"2,050",,50,1,92.8,"4,641"
,Day 43,1506,1,1,2.03,BQL,,1,1,1.16,BQL
,,1507,30,1,55.9,"1,677",,50,1,103,"5,129"
,Day 57,1508,50,1,93.1,"4,655",,100,1,66.2,"6,621"
,,1509,1,1,1.74,BQL,,1,1,0.836,BQL
,,1510,50,1,61.6,"3,082",,40,1,67.7,"2,710"
G6,Day 15,1601,10,1,55,550,,20,1,86.8,"1,736"
,,1602,20,1,44.5,891,,20,1,54.6,"1,093"
,Day 29,1603,50,1,86.3,"4,316",,100,1,37.6,"3,761"
,,1604,100,1,36.2,"3,623",,200,1,29.2,"5,850"
,,1605,10,1,31.6,316,,1,1,31.1,31.1
,Day 43,1606,50,1,93.8,"4,690",,50,1,124,"6,205"
,,1607,40,1,77.9,"3,116",,30,1,76.4,"2,291"
,Day 57,1608,1,1,0.614,BQL,,1,1,1.92,BQL
,,1609,100,1,74.6,"7,458",,100,1,76.5,"7,647"
,,1610,100,1,72.8,"7,280",,100,1,66.3,"6,628"
G7,Day 15,1701,100,1,31.1,"3,108",,100,1,37.2,"3,717"
,,1702,100,1,36.7,"3,667",,200,1,22.3,"4,452"
,Day 29,1703,200,1,25,"4,995",,300,1,19.9,"5,968"
,,1704,300,1,21.2,"6,372",,400,1,17.5,"7,007"
,,1705,100,1,37.2,"3,720",,50,1,59.4,"2,971"
,Day 43,1706,40,1,122,"4,872",,50,1,121,"6,053"
,,1707,1,1,1.96,BQL,,1,1,2.94,BQL
,Day 57,1708,30,1,71.9,"2,157",,30,1,83.6,"2,507"
,,1709,50,1,120,"6,023",,100,1,106,"10,634"
,,1710,1,1,1.73,BQL,,1,1,0.685,BQL
Mean concentration (ng/mL): Study samples dilution factor  × Organ weights dilution factor × Measured concentration,,,,,,,,,,,
BQL: Below the quantification limit (< 5 ng/mL),,,,,,,,,,,
- : Not calculated,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Vitreous homor,,,,,,,,,,,
Group,Sampling date,Animal ID,Left,,,,,Right,,,
,,,Dilution factor,,Measured,Final,,Dilution factor,,Measured,Final
,,,Study,Organ,concentration,concentration,,Study,Organ,concentration,concentration
,,,samples,weights,(ng/mL),(ng/mL),,samples,weights,(ng/mL),(ng/mL)
G8,Day 15,1801,1,1,19.1,19.1,,1,1,25.6,25.6
,,1802,50,1,154,"7,691",,50,1,170.4,"8,521"
,Day 29,1803,20,1,68,"1,360",,40,1,83.8,"3,353"
,,1804,100,1,127,"12,676",,100,1,167,"16,737"
,,1805,20,1,59.7,"1,195",,10,1,52.6,526
,Day 57,1808,1,1,1.43,BQL,,1,1,0.0597,BQL
,,1809,1,1,0.563,BQL,,1,1,0.759,BQL
,,1810,1,1,0.321,BQL,,1,1,0.298,BQL
G9,Day 15,1901,10,1,52.8,528,,10,1,56.2,562
,,1902,1,1,79,79,,1,1,30.7,30.7
,Day 29,1903,40,1,63.3,"2,533",,20,1,55.7,"1,113"
,,1904,30,1,69.3,"2,079",,50,1,52.2,"2,610"
,,1905,50,1,60.2,"3,008",,50,1,56,"2,799"
,Day 43,1906,50,1,91.4,"4,568",,50,1,103,"5,131"
,,1907,40,1,80.9,"3,235",,40,1,67.4,"2,696"
,Day 57,1908,1,1,0.636,BQL,,1,1,0.612,BQL
,,1909,40,1,95.3,"3,814",,40,1,98.3,"3,930"
,,1910,30,1,77.1,"2,313",,50,1,104,"5,207"
G10,Day 15,1A01,"1,000",1,42.2,"42,240",,"1,000",1,89,"89,013"
,,1A02,"1,000",1,75.1,"75,107",,"1,000",1,55,"54,967"
,Day 29,1A03,200,1,60.8,"12,155",,50,1,151,"7,561"
,,1A04,50,1,176,"8,792",,50,1,118,"5,881"
,,1A05,1,1,2.22,BQL,,20,1,80.7,"1,613"
,Day 43,1A06,10,1,85.1,851,,20,1,93.7,"1,874"
,,1A07,20,1,135,"2,700",,20,1,103,"2,062"
,Day 57,1A08,1,1,18.1,18.1,,1,1,89,89
,,1A09,1,1,83.8,83.8,,1,1,91.7,91.7
,,1A10,1,1,139,139,,1,1,144,144
G11,Day 15,1B01,"2,500",1,54.4,"135,943",,"2,500",1,66.6,"166,470"
,,1B02,"2,500",1,41,"102,464",,"2,500",1,73.8,"184,619"
,Day 29,1B03,200,1,73.5,"14,701",,50,1,177,"8,860"
,,1B04,300,1,56.3,"16,894",,300,1,63.1,"18,939"
,,1B05,200,1,74.5,"14,891",,200,1,63,"12,609"
,Day 43,1B06,10,1,103,"1,031",,10,1,97,970
,,1B07,10,1,170,"1,703",,10,1,98.1,981
,Day 57,1B08,1,1,96.1,96.1,,1,1,81.6,81.6
,,1B09,1,1,91.3,91.3,,1,1,140,140
,,1B10,1,1,178,178,,1,1,144,144
Mean concentration (ng/mL): Study samples dilution factor  × Organ weights dilution factor × Measured concentration,,,,,,,,,,,
BQL: Below the quantification limit (< 5 ng/mL),,,,,,,,,,,
- : Not calculated,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Iris,,,,,,,,,,,
Group,Sampling date,Animal ID,Left,,,,,Right,,,
,,,Dilution factor,,Measured,Final,,Dilution factor,,Measured,Final
,,,Study,Organ,concentration,concentration,,Study,Organ,concentration,concentration
,,,samples,weights,(ng/mL),(ng/mL),,samples,weights,(ng/mL),(ng/mL)
G1,Day 1,1101,1,7,0.357,BQL,,1,6,0.209,BQL
,,1102,1,6,0.416,BQL,,1,7,-,BQL
,,1103,1,8,1.56,BQL,,1,9,1.75,BQL
G2,Day 15,1201,1,7,0.792,BQL,,1,6,14.9,94.2
,,1202,1,7,11.1,79.5,,1,8,1.48,BQL
,Day 29,1203,1,6,15.7,90,,1,7,3.8,BQL
,,1204,1,5,14.9,79.5,,1,6,2.28,BQL
,,1205,1,5,7.94,42.4,,1,8,10,77.3
,Day 43,1206,1,6,11.3,69.3,,1,6,8.06,49.6
,,1207,1,5,2.18,BQL,,1,5,12.8,65.2
,Day 57,1208,1,5,20.5,102,,1,5,12.5,67.9
,,1209,1,5,5.44,29.2,,1,8,2.04,BQL
,,1210,1,6,-,BQL,,1,9,1.6,BQL
G3,Day 15,1301,1,6,3.65,BQL,,1,8,5.63,44.8
,,1302,1,7,7.06,50.4,,1,8,4.61,BQL
,Day 29,1303,1,6,-,BQL,,1,9,4.09,BQL
,,1304,1,5,30.9,163,,1,8,31.4,251
,,1305,1,6,18.4,103,,1,8,14.4,120
,Day 43,1306,1,6,32,181,,1,8,53,425
,,1307,1,6,-,BQL,,1,6,-,BQL
,Day 57,1308,1,7,2.75,BQL,,1,7,116,793
,,1309,1,6,16.4,92.1,,1,8,37.1,294
,,1310,1,5,35,189,,1,8,72.5,606
G4,Day 15,1401,1,8,21.1,160,,1,8,4.83,BQL
,,1402,1,7,29.8,206,,1,8,71.2,593
,Day 29,1403,1,5,56.1,302,,1,8,32.3,259
,,1404,1,5,-,BQL,,1,9,-,BQL
,,1405,1,6,2.94,BQL,,1,11,35.2,370
,Day 43,1406,1,7,134,929,,1,7,139,931
,,1407,1,6,175,989,,1,8,82.1,665
,Day 57,1408,1,5,19.6,96.3,,1,9,178,"1,652"
,,1409,1,7,161,"1,107",,1,10,133,"1,376"
,,1410,1,5,91.2,425,,1,11,172,"1,842"
Mean concentration (ng/mL): Study samples dilution factor  × Organ weights dilution factor × Measured concentration,,,,,,,,,,,
BQL: Below the quantification limit (< 5 ng/mL),,,,,,,,,,,
- : Not calculated,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Iris,,,,,,,,,,,
Group,Sampling date,Animal ID,Left,,,,,Right,,,
,,,Dilution factor,,Measured,Final,,Dilution factor,,Measured,Final
,,,Study,Organ,concentration,concentration,,Study,Organ,concentration,concentration
,,,samples,weights,(ng/mL),(ng/mL),,samples,weights,(ng/mL),(ng/mL)
G5,Day 15,1501,1,6,51.3,288,,1,8,14.2,119
,,1502,1,6,51.3,284,,1,7,26.8,185
,Day 29,1503,1,6,63.5,351,,1,7,64.9,481
,,1504,1,6,7.82,47.1,,1,6,19.1,119
,,1505,1,6,30,167,,1,8,72.2,556
,Day 43,1506,1,6,-,BQL,,1,9,0.333,BQL
,,1507,1,6,180,"1,009",,5,7,38.3,"1,276"
,Day 57,1508,1,5,76.1,378,,1,9,132,"1,201"
,,1509,1,5,-,BQL,,1,8,-,BQL
,,1510,1,6,95,574,,10,9,27.5,"2,558"
G6,Day 15,1601,1,7,27,181,,1,7,103,763
,,1602,10,5,25.9,"1,413",,5,7,46.9,"1,679"
,Day 29,1603,5,5,47.4,"1,156",,1,7,110.9,821
,,1604,1,6,77.6,472,,5,9,56.2,"2,444"
,,1605,1,6,15.4,88.3,,1,10,1.26,BQL
,Day 43,1606,10,5,25.2,"1,361",,10,6,34.4,"2,222"
,,1607,1,5,160,824,,1,7,93,666
,Day 57,1608,1,6,-,BQL,,1,7,-,BQL
,,1609,200,5,5.89,"6,330",,50,6,17.2,"4,898"
,,1610,1,6,15.3,87.5,,1,8,-,BQL
G7,Day 15,1701,10,6,22.4,"1,340",,1,8,194,"1,582"
,,1702,1,7,91.5,663,,1,8,37.1,279
,Day 29,1703,5,6,39.9,"1,102",,1,8,156,"1,201"
,,1704,10,4,35.8,"1,554",,1,6,146,914
,,1705,1,5,23.5,106,,1,10,153,"1,528"
,Day 43,1706,20,6,34.3,"3,875",,10,8,38.6,"2,995"
,,1707,1,7,49.8,353,,1,8,50.27,402
,Day 57,1708,1,4,118,506,,1,7,129,965
,,1709,5,6,39.9,"1,178",,1,5,111,587
,,1710,1,6,-,BQL,,1,7,-,BQL
Mean concentration (ng/mL): Study samples dilution factor  × Organ weights dilution factor × Measured concentration,,,,,,,,,,,
BQL: Below the quantification limit (< 5 ng/mL),,,,,,,,,,,
- : Not calculated,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Iris,,,,,,,,,,,
Group,Sampling date,Animal ID,Left,,,,,Right,,,
,,,Dilution factor,,Measured,Final,,Dilution factor,,Measured,Final
,,,Study,Organ,concentration,concentration,,Study,Organ,concentration,concentration
,,,samples,weights,(ng/mL),(ng/mL),,samples,weights,(ng/mL),(ng/mL)
G8,Day 15,1801,1,4,0.421,BQL,,1,5,0.658,BQL
,,1802,10,5,46.2,"2,364",,10,8,31.4,"2,391"
,Day 29,1803,1,6,1.86,BQL,,1,6,25.2,162
,,1804,10,6,31.9,"1,774",,10,7,32.2,"2,297"
,,1805,10,5,34,"1,633",,5,7,32.4,"1,157"
,Day 57,1808,1,7,-,BQL,,1,7,-,BQL
,,1809,1,5,-,BQL,,1,8,-,BQL
,,1810,1,5,-,BQL,,1,6,-,BQL
G9,Day 15,1901,1,7,47.6,314,,1,7,19.8,146
,,1902,1,6,8.77,49.5,,1,7,7.47,54.3
,Day 29,1903,10,6,49.2,"2,974",,1,7,5.85,40.3
,,1904,1,5,81.9,396,,1,6,28.6,164
,,1905,1,5,123,580,,1,6,20.1,112
,Day 43,1906,5,4,41.7,936,,1,7,13.6,91.6
,,1907,1,5,98.4,523,,5,6,38,"1,172"
,Day 57,1908,1,6,-,BQL,,1,8,-,BQL
,,1909,1,6,78.1,482,,1,8,125,953
,,1910,1,7,7.33,51.1,,5,11,44.2,"2,391"
G10,Day 15,1A01,1,6,180,"1,138",,1,9,156,"1,403"
,,1A02,1,5,144,710,,1,10,83,826
,Day 29,1A03,1,5,56.6,289,,1,5,22.8,114
,,1A04,1,5,44.7,246,,1,6,18.1,104
,,1A05,1,5,-,BQL,,1,7,-,BQL
,Day 43,1A06,1,4,11.9,48.7,,1,5,14.3,73.5
,,1A07,1,6,9.77,57.8,,1,7,4.29,BQL
,Day 57,1A08,1,6,1.8,BQL,,1,9,0.118,BQL
,,1A09,1,5,0.338,BQL,,1,9,0.632,BQL
,,1A10,1,5,0.694,BQL,,1,7,0.564,BQL
G11,Day 15,1B01,1,6,46.9,281,,1,8,43.2,364
,,1B02,10,7,47,"3,217",,10,12,29.6,"3,525"
,Day 29,1B03,1,5,5.47,29.8,,1,7,1.47,BQL
,,1B04,1,4,59.8,262,,1,7,56.9,407
,,1B05,1,5,111,536,,1,7,45,333
,Day 43,1B06,1,5,16.3,73.3,,1,8,2.28,BQL
,,1B07,1,7,8.15,54.7,,1,7,4.13,BQL
,Day 57,1B08,1,4,0.181,BQL,,1,7,0.274,BQL
,,1B09,1,5,0.338,BQL,,1,6,0.694,BQL
,,1B10,1,5,0.629,BQL,,1,7,0.501,BQL
Mean concentration (ng/mL): Study samples dilution factor  × Organ weights dilution factor × Measured concentration,,,,,,,,,,,
BQL: Below the quantification limit (< 5 ng/mL),,,,,,,,,,,
- : Not calculated,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Retina,,,,,,,,,,,
Group,Sampling date,Animal ID,Left,,,,,Right,,,
,,,Dilution factor,,Measured,Final,,Dilution factor,,Measured,Final
,,,Study,Organ,concentration,concentration,,Study,Organ,concentration,concentration
,,,samples,weights,(ng/mL),(ng/mL),,samples,weights,(ng/mL),(ng/mL)
G1,Day 1,1101,1,6,0.0478,BQL,,1,8,-,BQL
,,1102,1,7,-,BQL,,1,9,-,BQL
,,1103,1,10,-,BQL,,1,10,0.194,BQL
G2,Day 15,1201,1,9,18.3,166,,1,9,16.8,144
,,1202,1,8,9.54,78.5,,1,7,10.3,69.9
,Day 29,1203,1,7,37.5,254,,1,7,62,443
,,1204,1,7,32.2,224,,1,9,72,626
,,1205,1,7,44.9,298,,1,8,57.2,440
,Day 43,1206,1,10,124,"1,217",,1,9,88.9,809
,,1207,1,10,112,"1,113",,1,8,112,867
,Day 57,1208,1,8,86.5,697,,1,9,55.4,504
,,1209,1,8,52.2,395,,1,8,47.8,378
,,1210,1,8,106,887,,1,10,60.2,591
G3,Day 15,1301,1,6,17.9,106,,1,7,13.3,96.8
,,1302,1,7,59.4,404,,1,7,58.7,384
,Day 29,1303,10,7,31.3,"2,114",,20,6,24.2,"2,843"
,,1304,1,7,99.5,745,,1,8,71.7,598
,,1305,1,8,104,784,,1,7,113,840
,Day 43,1306,10,10,27.2,"2,680",,1,8,165,"1,348"
,,1307,1,13,-,BQL,,1,8,48.9,391
,Day 57,1308,1,7,100,697,,1,8,84.2,693
,,1309,1,9,102,876,,5,8,59.1,"2,345"
,,1310,1,8,155,"1,251",,1,8,146,"1,228"
G4,Day 15,1401,1,8,76.1,579,,1,6,115,662
,,1402,1,9,53.3,480,,1,7,74.5,528
,Day 29,1403,10,8,23.3,"1,819",,10,6,27.4,"1,563"
,,1404,1,7,-,BQL,,1,10,-,BQL
,,1405,1,9,158,"1,392",,1,8,79,658
,Day 43,1406,5,12,78.2,"4,767",,5,8,91.1,"3,629"
,,1407,10,14,23.6,"3,389",,10,9,57.2,"4,864"
,Day 57,1408,5,8,53.7,"2,114",,10,7,48.4,"3,282"
,,1409,1,9,173,"1,528",,5,9,55.4,"2,543"
,,1410,10,8,43.2,"3,524",,10,7,43.1,"3,134"
Mean concentration (ng/mL): Study samples dilution factor  × Organ weights dilution factor × Measured concentration,,,,,,,,,,,
BQL: Below the quantification limit (< 5 ng/mL),,,,,,,,,,,
- : Not calculated,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Retina,,,,,,,,,,,
Group,Sampling date,Animal ID,Left,,,,,Right,,,
,,,Dilution factor,,Measured,Final,,Dilution factor,,Measured,Final
,,,Study,Organ,concentration,concentration,,Study,Organ,concentration,concentration
,,,samples,weights,(ng/mL),(ng/mL),,samples,weights,(ng/mL),(ng/mL)
G5,Day 15,1501,1,8,161,"1,271",,1,8,162,"1,301"
,,1502,1,7,151,"1,109",,1,8,66.6,523
,Day 29,1503,10,8,28,"2,255",,10,9,17.7,"1,535"
,,1504,10,9,19.3,"1,710",,10,8,19.4,"1,617"
,,1505,1,10,103,"1,000",,10,8,22.2,"1,847"
,Day 43,1506,1,11,-,BQL,,1,8,-,BQL
,,1507,10,9,50.9,"4,733",,10,7,78.9,"5,209"
,Day 57,1508,10,9,52,"4,429",,10,8,73.3,"5,771"
,,1509,1,9,28.7,244,,10,8,33.5,"2,723"
,,1510,10,9,33,"2,960",,10,7,41.6,"3,085"
G6,Day 15,1601,1,7,72.2,541,,10,7,23.6,"1,551"
,,1602,1,7,89.1,665,,1,10,129.3,"1,347"
,Day 29,1603,20,6,21.1,"2,714",,20,7,22.7,"3,027"
,,1604,20,7,22.3,"3,176",,400,7,5.64,"16,706"
,,1605,10,8,25.5,"2,015",,1,11,81.2,855
,Day 43,1606,10,10,92.5,"9,342",,20,7,64.7,"8,518"
,,1607,5,11,68.1,"3,850",,5,8,72.6,"2,738"
,Day 57,1608,1,7,-,BQL,,1,10,-,BQL
,,1609,20,8,63.2,"9,692",,20,8,58.8,"9,149"
,,1610,10,9,87.9,"8,254",,10,9,56.1,"5,268"
G7,Day 15,1701,10,7,44.4,"3,043",,10,7,28.7,"2,005"
,,1702,10,8,40.9,"3,410",,10,11,37.3,"4,094"
